id,nombre,contraseña,edad,correo,nombres
,Carla Fernandez,person987,75.0,mg@correo.com,
231.0,Laura Torres,gap987,,dr@correo.com,
,Sofia Lopez,admin123,18.0,dr@correo.com,
159.0,Ana Martinez,person987,-10.0,mg@correo.com,
234.0,Laura Torres,-,30.0,ls@correo.com,
,Diego Ramirez,admin123,80.0,dr@correo.com,
142.0,Sofia Lopez,user987,55.0, pp@correo.com ,
,Pedro Perez,user123,40.0,lt@correo.com,
42.0,Pedro Perez,gap123,800.0,pp@correo.com,
371.0,Ana Martinez,test123,800.0,sl@correo.com,
414.0,Juan Rodriguez,gap987,,cg@correo.com,
3.0,Carlos Gonzalez,person123,,dr@correo.com,
453.0,Diego Ramirez,user987,45.0,sl@correo.com,
128.0,Laura Torres,test987,80.0, lt@correo.com ,
308.0,Luis Sanchez,gap123,,ls@correo.com,
146.0,Diego Ramirez,user987,-10.0,mg@correo.com,
389.0,Sofia Lopez,user123,,ls@correo.com,
471.0,Ana Martinez,user123,65.0,cg@correo.com,
390.0,Sofia Lopez,gap987,25.0,am@correo.com,
289.0,Ana Martinez,user987,75.0,jr@correo.com,
44.0,Ana Martinez,admin987,,cg@correo.com,
63.0,Maria Gomez,gap123,65.0, jr@correo.com ,
,Pedro Perez,admin123,40.0,pp@correo.com,
,Maria Gomez,gap123,60.0,mg@correo.com,
72.0,Laura Torres,admin987,40.0, jr@correo.com ,
94.0,Luis Sanchez,as,65.0,sl@correo.com,
320.0,Laura Torres,gap987,800.0,cg@correo.com,
149.0,Laura Torres,person987,800.0,sl@correo.com,
113.0,Diego Ramirez,person987,40.0,am@correo.com,
76.0,Sofia Lopez,test123,45.0, dr@correo.com ,
17.0,Ana Martinez,gap123,800.0,mg@correo.com,
,Diego Ramirez,admin987,30.0,am@correo.com,
,Juan Rodriguez,admin987,75.0,pp@correo.com,
41.0,Juan Rodriguez,user987,800.0,jr@correo.com,
403.0,Sofia Lopez,test123,800.0,dr@correo.com,
91.0,Diego Ramirez,user987,,lt@correo.com,
,Laura Torres,gap123,65.0,ls@correo.com,
,Maria Gomez,gap987,45.0,pp@correo.com,
249.0,Ana Martinez,gap123,75.0,sl@correo.com,
21.0,Ana Martinez,person123,-10.0,pp@correo.com,
288.0,Diego Ramirez,test123,35.0,lt@correo.com,
334.0,Carlos Gonzalez,test987,50.0,am@correo.com,-10
,Juan Rodriguez,user123,80.0,lt@correo.com,
,Diego Ramirez,test123,45.0,dr@correo.com,
,Sofia Lopez,gap123,60.0,ls@correo.com,
452.0,Carla Fernandez,test987,-10.0,am@correo.com,
91.0,Pedro Perez,,35.0,cg@correo.com,
421.0,Luis Sanchez,-,18.0,jr@correo.com,
5.0,Juan Rodriguez,admin987,800.0,dr@correo.com,
142.0,Luis Sanchez,,50.0,ls@correo.com,
,Ana Martinez,admin123,25.0,cg@correo.com,
262.0,Diego Ramirez,test987,,ls@correo.com,
481.0,Maria Gomez,person987,50.0,lt@correo.com,11
5.0,Maria Gomez,test123,70.0, dr@correo.com ,
82.0,Juan Rodriguez,user123,18.0, lt@correo.com ,
405.0,Juan Rodriguez,gap123,25.0, sl@correo.com ,
255.0,Carla Fernandez,gap987,800.0,sl@correo.com,
33.0,Juan Rodriguez,person987,25.0, dr@correo.com ,
63.0,Maria Gomez,admin987,75.0,jr@correo.com,11
194.0,Carlos Gonzalez,test123,55.0, ls@correo.com ,
319.0,Ana Martinez,user987,25.0,lt@correo.com,
111.0,Diego Ramirez,person123,800.0,cg@correo.com,
137.0,Juan Rodriguez,user987,55.0,mg@correo.com,
,Laura Torres,gap123,80.0,cf@correo.com,
496.0,Maria Gomez,test987,40.0,ls@correo.com,
5.0,Luis Sanchez,gap987,,jr@correo.com,
386.0,Ana Martinez,gap987,30.0,cg@correo.com,
103.0,Maria Gomez,user987,-10.0,sl@correo.com,
63.0,Sofia Lopez,gap123,50.0,lt@correo.com,-10
491.0,Carlos Gonzalez,person123,25.0, cg@correo.com ,
119.0,Carlos Gonzalez,,18.0,dr@correo.com,
398.0,Pedro Perez,admin123,,pp@correo.com,
,Carlos Gonzalez,user123,50.0,lt@correo.com,
457.0,Juan Rodriguez,test123,-10.0,cf@correo.com,
232.0,Carla Fernandez,user987,75.0, sl@correo.com ,
240.0,Sofia Lopez,-,60.0,cg@correo.com,
,Luis Sanchez,user123,70.0,pp@correo.com,
81.0,Juan Rodriguez,person987,50.0,jr@correo.com,
,Carla Fernandez,user123,30.0,sl@correo.com,
427.0,Maria Gomez,,75.0,sl@correo.com,
218.0,Laura Torres,gap987,35.0, cf@correo.com ,
,Laura Torres,gap987,30.0,lt@correo.com,
14.0,Luis Sanchez,user123,55.0, sl@correo.com ,
323.0,Ana Martinez,admin123,30.0,cg@correo.com,
464.0,Diego Ramirez,gap123,65.0, jr@correo.com ,
306.0,Maria Gomez,user123,30.0, lt@correo.com ,
280.0,Juan Rodriguez,test123,55.0,cf@correo.com,
,Sofia Lopez,test987,70.0,ls@correo.com,
,Juan Rodriguez,test987,35.0,mg@correo.com,
312.0,Carla Fernandez,admin123,-10.0,ls@correo.com,
497.0,Carla Fernandez,person123,800.0,cf@correo.com,
215.0,Pedro Perez,test123,,cf@correo.com,
396.0,Sofia Lopez,person123,,pp@correo.com,
337.0,Juan Rodriguez,admin987,40.0, pp@correo.com ,
38.0,Carlos Gonzalez,user987,,cg@correo.com,
29.0,Ana Martinez,admin123,50.0, dr@correo.com ,
112.0,Carlos Gonzalez,gap123,60.0,lt@correo.com,-10
243.0,Luis Sanchez,,55.0,dr@correo.com,
270.0,Maria Gomez,user987,-10.0,cf@correo.com,
25.0,Diego Ramirez,as,18.0,pp@correo.com,
69.0,Diego Ramirez,test987,80.0, pp@correo.com ,
391.0,Juan Rodriguez,admin987,40.0,lt@correo.com,11
470.0,Carlos Gonzalez,person123,,cg@correo.com,
224.0,Carla Fernandez,admin123,800.0,jr@correo.com,
,Sofia Lopez,test987,35.0,cf@correo.com,
276.0,Carla Fernandez,gap987,,am@correo.com,
476.0,Pedro Perez,user987,65.0, mg@correo.com ,
418.0,Pedro Perez,test123,55.0,mg@correo.com,
127.0,Maria Gomez,as,80.0,lt@correo.com,
106.0,Sofia Lopez,as,40.0,lt@correo.com,
486.0,Juan Rodriguez,test123,,lt@correo.com,
,Carla Fernandez,user123,45.0,cg@correo.com,
261.0,Carla Fernandez,person123,30.0,jr@correo.com,11
59.0,Diego Ramirez,gap123,80.0,dr@correo.com,11
340.0,Carlos Gonzalez,person987,45.0,sl@correo.com,-10
260.0,Ana Martinez,test123,45.0,lt@correo.com,-10
451.0,Pedro Perez,-,35.0,jr@correo.com,
22.0,Diego Ramirez,person987,75.0,lt@correo.com,
343.0,Ana Martinez,person123,18.0, lt@correo.com ,
439.0,Carlos Gonzalez,test987,25.0,lt@correo.com,
306.0,Maria Gomez,-,70.0,jr@correo.com,
117.0,Laura Torres,test987,,jr@correo.com,
426.0,Juan Rodriguez,user123,40.0, dr@correo.com ,
254.0,Sofia Lopez,-,50.0,cf@correo.com,
36.0,Ana Martinez,gap987,800.0,am@correo.com,
,Maria Gomez,user987,45.0,am@correo.com,
282.0,Diego Ramirez,user123,65.0, pp@correo.com ,
296.0,Luis Sanchez,test123,35.0,ls@correo.com,-10
111.0,Juan Rodriguez,admin123,25.0, am@correo.com ,
475.0,Diego Ramirez,,45.0,ls@correo.com,
287.0,Diego Ramirez,admin987,800.0,cf@correo.com,
308.0,Maria Gomez,,80.0,jr@correo.com,
279.0,Sofia Lopez,test123,50.0, pp@correo.com ,
447.0,Juan Rodriguez,gap987,800.0,am@correo.com,
429.0,Carla Fernandez,test123,800.0,dr@correo.com,
319.0,Maria Gomez,admin123,800.0,mg@correo.com,
102.0,Ana Martinez,gap987,50.0,mg@correo.com,
117.0,Ana Martinez,user987,18.0,pp@correo.com,
,Laura Torres,test123,40.0,jr@correo.com,
390.0,Ana Martinez,test123,50.0, jr@correo.com ,
378.0,Luis Sanchez,user123,-10.0,lt@correo.com,
454.0,Juan Rodriguez,admin987,,cf@correo.com,
385.0,Luis Sanchez,admin123,800.0,dr@correo.com,
180.0,Ana Martinez,person123,45.0,cg@correo.com,11
,Luis Sanchez,person123,18.0,cg@correo.com,
155.0,Ana Martinez,admin987,70.0,sl@correo.com,
,Juan Rodriguez,test987,50.0,lt@correo.com,
497.0,Diego Ramirez,user123,55.0, pp@correo.com ,
97.0,Luis Sanchez,gap123,30.0, sl@correo.com ,
464.0,Maria Gomez,person987,,cg@correo.com,
490.0,Pedro Perez,user987,40.0, cg@correo.com ,
145.0,Diego Ramirez,,80.0,pp@correo.com,
220.0,Laura Torres,admin123,,sl@correo.com,
,Carlos Gonzalez,person987,70.0,mg@correo.com,
254.0,Juan Rodriguez,gap987,80.0,mg@correo.com,
327.0,Diego Ramirez,admin987,40.0,ls@correo.com,11
227.0,Diego Ramirez,admin987,35.0,dr@correo.com,
378.0,Pedro Perez,person123,35.0,pp@correo.com,-10
113.0,Luis Sanchez,gap123,-10.0,mg@correo.com,
221.0,Luis Sanchez,admin123,55.0,cg@correo.com,-10
22.0,Sofia Lopez,person987,60.0,mg@correo.com,
472.0,Juan Rodriguez,,45.0,cg@correo.com,
387.0,Pedro Perez,gap123,55.0,pp@correo.com,
487.0,Ana Martinez,person987,25.0, cf@correo.com ,
411.0,Laura Torres,person123,18.0,lt@correo.com,11
60.0,Diego Ramirez,gap987,55.0, lt@correo.com ,
451.0,Carlos Gonzalez,user987,50.0, ls@correo.com ,
56.0,Carlos Gonzalez,admin123,800.0,cg@correo.com,
58.0,Carlos Gonzalez,admin987,-10.0,lt@correo.com,
59.0,Juan Rodriguez,gap987,30.0,pp@correo.com,
102.0,Maria Gomez,test123,35.0,am@correo.com,11
,Luis Sanchez,person123,45.0,lt@correo.com,
441.0,Luis Sanchez,gap987,25.0,sl@correo.com,
150.0,Sofia Lopez,person987,35.0,jr@correo.com,11
,Laura Torres,test987,80.0,cf@correo.com,
236.0,Juan Rodriguez,user987,-10.0,am@correo.com,
136.0,Pedro Perez,admin987,,am@correo.com,
,Pedro Perez,user987,45.0,lt@correo.com,
291.0,Pedro Perez,gap123,-10.0,ls@correo.com,
445.0,Juan Rodriguez,user987,80.0,ls@correo.com,11
196.0,Laura Torres,person123,30.0,ls@correo.com,-10
37.0,Carlos Gonzalez,admin123,800.0,ls@correo.com,
369.0,Maria Gomez,test987,800.0,ls@correo.com,
440.0,Carla Fernandez,test123,18.0, pp@correo.com ,
,Carlos Gonzalez,person987,40.0,ls@correo.com,
399.0,Laura Torres,user987,18.0, cf@correo.com ,
44.0,Ana Martinez,,65.0,sl@correo.com,
286.0,Maria Gomez,user987,,am@correo.com,
59.0,Maria Gomez,gap987,50.0,cg@correo.com,
,Diego Ramirez,user987,50.0,dr@correo.com,
487.0,Laura Torres,admin123,25.0, sl@correo.com ,
264.0,Pedro Perez,user987,75.0, cg@correo.com ,
87.0,Carla Fernandez,test987,50.0,mg@correo.com,
220.0,Carlos Gonzalez,person123,800.0,cf@correo.com,
99.0,Carlos Gonzalez,person123,45.0,cg@correo.com,11
147.0,Luis Sanchez,person123,75.0, am@correo.com ,
381.0,Juan Rodriguez,user123,65.0,jr@correo.com,
84.0,Carlos Gonzalez,test987,65.0,cf@correo.com,
352.0,Sofia Lopez,admin123,,lt@correo.com,
236.0,Carlos Gonzalez,gap987,55.0, ls@correo.com ,
309.0,Sofia Lopez,gap987,-10.0,cg@correo.com,
290.0,Pedro Perez,admin987,55.0, cg@correo.com ,
,Pedro Perez,admin123,55.0,cg@correo.com,
,Pedro Perez,person987,35.0,pp@correo.com,
116.0,Juan Rodriguez,user987,25.0,sl@correo.com,-10
425.0,Pedro Perez,user123,800.0,jr@correo.com,
99.0,Juan Rodriguez,admin987,80.0,lt@correo.com,
407.0,Carla Fernandez,person123,40.0, ls@correo.com ,
458.0,Laura Torres,test987,25.0, dr@correo.com ,
147.0,Luis Sanchez,admin987,40.0,am@correo.com,
62.0,Pedro Perez,admin987,65.0, dr@correo.com ,
,Maria Gomez,user123,65.0,cf@correo.com,
495.0,Luis Sanchez,gap987,70.0,am@correo.com,
55.0,Sofia Lopez,user123,25.0,cf@correo.com,
297.0,Diego Ramirez,user987,80.0,am@correo.com,
,Maria Gomez,person123,55.0,pp@correo.com,
88.0,Diego Ramirez,user987,30.0,jr@correo.com,
469.0,Juan Rodriguez,user123,,sl@correo.com,
462.0,Laura Torres,user123,35.0, sl@correo.com ,
438.0,Diego Ramirez,,65.0,sl@correo.com,
350.0,Ana Martinez,admin123,80.0,jr@correo.com,
334.0,Carlos Gonzalez,admin123,45.0,cg@correo.com,
,Carlos Gonzalez,admin123,25.0,cf@correo.com,
228.0,Pedro Perez,gap123,65.0,cf@correo.com,11
,Carlos Gonzalez,gap987,30.0,jr@correo.com,
435.0,Pedro Perez,user987,65.0, pp@correo.com ,
13.0,Sofia Lopez,person987,18.0, cf@correo.com ,
270.0,Ana Martinez,-,55.0,lt@correo.com,
,Carlos Gonzalez,gap987,50.0,lt@correo.com,
175.0,Juan Rodriguez,as,45.0,cg@correo.com,
,Laura Torres,user123,80.0,lt@correo.com,
381.0,Ana Martinez,gap987,80.0, pp@correo.com ,
224.0,Sofia Lopez,user123,50.0, jr@correo.com ,
438.0,Carla Fernandez,admin123,65.0,ls@correo.com,11
122.0,Carlos Gonzalez,admin123,75.0,cg@correo.com,-10
21.0,Luis Sanchez,gap123,35.0,mg@correo.com,
237.0,Luis Sanchez,admin123,80.0, mg@correo.com ,
95.0,Pedro Perez,person123,,lt@correo.com,
256.0,Carlos Gonzalez,gap987,800.0,sl@correo.com,
239.0,Ana Martinez,test987,800.0,dr@correo.com,
66.0,Juan Rodriguez,test987,,ls@correo.com,
316.0,Carla Fernandez,user123,-10.0,cg@correo.com,
241.0,Ana Martinez,gap123,800.0,ls@correo.com,
433.0,Juan Rodriguez,gap123,-10.0,cf@correo.com,
426.0,Laura Torres,person123,45.0,pp@correo.com,
400.0,Ana Martinez,test123,-10.0,cg@correo.com,
417.0,Pedro Perez,gap987,75.0,ls@correo.com,-10
117.0,Juan Rodriguez,person987,55.0, dr@correo.com ,
177.0,Carlos Gonzalez,as,30.0,am@correo.com,
451.0,Sofia Lopez,person987,75.0,mg@correo.com,
385.0,Diego Ramirez,person123,65.0,sl@correo.com,
303.0,Diego Ramirez,gap987,25.0,cg@correo.com,
,Sofia Lopez,user123,80.0,lt@correo.com,
121.0,Laura Torres,gap987,80.0, am@correo.com ,
371.0,Laura Torres,test987,70.0,mg@correo.com,-10
241.0,Carla Fernandez,test987,75.0,ls@correo.com,
253.0,Juan Rodriguez,admin123,70.0,dr@correo.com,
62.0,Diego Ramirez,person123,45.0,sl@correo.com,-10
,Luis Sanchez,admin987,65.0,ls@correo.com,
,Laura Torres,test123,30.0,pp@correo.com,
,Sofia Lopez,test987,50.0,cf@correo.com,
,Luis Sanchez,gap123,35.0,lt@correo.com,
369.0,Luis Sanchez,gap987,30.0, lt@correo.com ,
86.0,Carlos Gonzalez,admin123,800.0,sl@correo.com,
,Luis Sanchez,person123,18.0,pp@correo.com,
327.0,Pedro Perez,user123,50.0,cg@correo.com,
295.0,Laura Torres,as,18.0,lt@correo.com,
72.0,Ana Martinez,test987,-10.0,ls@correo.com,
269.0,Sofia Lopez,gap123,,ls@correo.com,
,Diego Ramirez,user123,30.0,lt@correo.com,
394.0,Maria Gomez,person987,30.0,mg@correo.com,
244.0,Carlos Gonzalez,as,60.0,am@correo.com,
186.0,Juan Rodriguez,admin987,800.0,mg@correo.com,
,Ana Martinez,person123,35.0,cg@correo.com,
305.0,Maria Gomez,-,30.0,am@correo.com,
142.0,Laura Torres,user987,30.0, ls@correo.com ,
439.0,Laura Torres,-,70.0,cf@correo.com,
,Carla Fernandez,test987,55.0,cg@correo.com,
,Sofia Lopez,test987,35.0,dr@correo.com,
337.0,Carla Fernandez,test123,800.0,cf@correo.com,
119.0,Luis Sanchez,admin123,50.0,sl@correo.com,11
92.0,Diego Ramirez,test123,35.0,dr@correo.com,
282.0,Juan Rodriguez,user123,55.0,mg@correo.com,
80.0,Carla Fernandez,test123,800.0,pp@correo.com,
179.0,Diego Ramirez,gap123,50.0, cf@correo.com ,
356.0,Maria Gomez,admin987,60.0,pp@correo.com,
199.0,Carla Fernandez,test987,40.0,pp@correo.com,11
,Carlos Gonzalez,user123,65.0,ls@correo.com,
135.0,Carlos Gonzalez,user123,,pp@correo.com,
397.0,Laura Torres,gap123,65.0,cg@correo.com,-10
,Luis Sanchez,user123,45.0,pp@correo.com,
378.0,Sofia Lopez,gap987,-10.0,am@correo.com,
49.0,Diego Ramirez,person987,75.0,dr@correo.com,11
428.0,Diego Ramirez,gap987,25.0,sl@correo.com,
,Maria Gomez,user123,30.0,ls@correo.com,
,Pedro Perez,admin987,55.0,lt@correo.com,
375.0,Ana Martinez,admin123,18.0,mg@correo.com,
48.0,Luis Sanchez,person123,25.0,ls@correo.com,
,Laura Torres,admin123,70.0,jr@correo.com,
223.0,Ana Martinez,gap987,-10.0,cf@correo.com,
268.0,Laura Torres,admin123,30.0, jr@correo.com ,
,Ana Martinez,person987,65.0,pp@correo.com,
320.0,Diego Ramirez,user987,25.0,ls@correo.com,
435.0,Diego Ramirez,,70.0,lt@correo.com,
499.0,Juan Rodriguez,as,70.0,am@correo.com,
235.0,Carla Fernandez,test987,,cf@correo.com,
432.0,Sofia Lopez,test987,30.0,dr@correo.com,11
42.0,Sofia Lopez,test987,800.0,pp@correo.com,
49.0,Ana Martinez,test123,45.0, sl@correo.com ,
312.0,Juan Rodriguez,admin123,35.0, lt@correo.com ,
99.0,Juan Rodriguez,user123,,mg@correo.com,
34.0,Luis Sanchez,test987,800.0,ls@correo.com,
,Ana Martinez,gap987,65.0,cg@correo.com,
330.0,Sofia Lopez,test123,65.0, am@correo.com ,
254.0,Pedro Perez,,65.0,ls@correo.com,
89.0,Carla Fernandez,gap987,70.0,lt@correo.com,
152.0,Sofia Lopez,-,30.0,am@correo.com,
,Maria Gomez,gap123,60.0,am@correo.com,
300.0,Ana Martinez,test123,55.0, lt@correo.com ,
266.0,Juan Rodriguez,as,70.0,mg@correo.com,
,Carla Fernandez,gap987,25.0,sl@correo.com,
412.0,Luis Sanchez,gap987,50.0,dr@correo.com,
,Luis Sanchez,person123,45.0,dr@correo.com,
65.0,Laura Torres,as,65.0,sl@correo.com,
118.0,Maria Gomez,person987,,dr@correo.com,
37.0,Luis Sanchez,as,25.0,jr@correo.com,
365.0,Pedro Perez,user987,55.0,am@correo.com,11
238.0,Carla Fernandez,person123,45.0,cf@correo.com,
,Carla Fernandez,gap123,40.0,am@correo.com,
281.0,Luis Sanchez,gap987,,mg@correo.com,
449.0,Sofia Lopez,person123,60.0, pp@correo.com ,
486.0,Luis Sanchez,gap987,18.0,ls@correo.com,-10
392.0,Luis Sanchez,test123,60.0,am@correo.com,
171.0,Diego Ramirez,test987,70.0, pp@correo.com ,
318.0,Pedro Perez,person987,800.0,jr@correo.com,
50.0,Sofia Lopez,admin987,50.0, am@correo.com ,
423.0,Maria Gomez,,50.0,am@correo.com,
69.0,Luis Sanchez,test123,18.0, mg@correo.com ,
197.0,Diego Ramirez,test123,75.0, ls@correo.com ,
380.0,Pedro Perez,gap123,,mg@correo.com,
314.0,Sofia Lopez,admin123,65.0,pp@correo.com,
,Pedro Perez,gap987,18.0,ls@correo.com,
312.0,Diego Ramirez,user123,75.0,dr@correo.com,
304.0,Sofia Lopez,admin123,30.0, mg@correo.com ,
,Carla Fernandez,gap123,45.0,cg@correo.com,
,Ana Martinez,gap987,75.0,sl@correo.com,
485.0,Luis Sanchez,admin123,800.0,pp@correo.com,
,Pedro Perez,admin987,45.0,mg@correo.com,
372.0,Carla Fernandez,user123,18.0, lt@correo.com ,
130.0,Ana Martinez,gap123,65.0, sl@correo.com ,
,Juan Rodriguez,test987,75.0,jr@correo.com,
242.0,Pedro Perez,user987,800.0,lt@correo.com,
171.0,Maria Gomez,test123,55.0,mg@correo.com,11
,Juan Rodriguez,admin123,70.0,jr@correo.com,
36.0,Maria Gomez,user123,75.0,lt@correo.com,
391.0,Carlos Gonzalez,admin123,45.0,am@correo.com,
30.0,Diego Ramirez,test123,60.0,ls@correo.com,11
,Carla Fernandez,person987,45.0,mg@correo.com,
19.0,Carlos Gonzalez,gap987,55.0,jr@correo.com,
146.0,Carlos Gonzalez,person123,65.0, ls@correo.com ,
492.0,Luis Sanchez,person123,40.0,sl@correo.com,
95.0,Sofia Lopez,person123,,cf@correo.com,
64.0,Diego Ramirez,test123,30.0, ls@correo.com ,
,Carlos Gonzalez,person123,45.0,cf@correo.com,
204.0,Diego Ramirez,admin123,,mg@correo.com,
351.0,Juan Rodriguez,test123,25.0, jr@correo.com ,
,Ana Martinez,gap987,25.0,am@correo.com,
204.0,Luis Sanchez,as,75.0,cf@correo.com,
400.0,Laura Torres,person123,30.0,mg@correo.com,-10
373.0,Carla Fernandez,user987,-10.0,cg@correo.com,
200.0,Ana Martinez,person987,70.0,mg@correo.com,-10
495.0,Luis Sanchez,person123,25.0, dr@correo.com ,
381.0,Ana Martinez,test123,35.0,ls@correo.com,-10
,Maria Gomez,person123,80.0,sl@correo.com,
72.0,Pedro Perez,person123,-10.0,am@correo.com,
441.0,Sofia Lopez,gap123,25.0, pp@correo.com ,
210.0,Juan Rodriguez,test123,80.0,ls@correo.com,-10
168.0,Carla Fernandez,person987,800.0,jr@correo.com,
32.0,Luis Sanchez,gap987,-10.0,dr@correo.com,
301.0,Carlos Gonzalez,person987,-10.0,lt@correo.com,
157.0,Pedro Perez,admin123,75.0,cg@correo.com,-10
186.0,Laura Torres,user987,45.0,mg@correo.com,
406.0,Laura Torres,gap987,55.0,ls@correo.com,
,Laura Torres,test123,35.0,mg@correo.com,
,Sofia Lopez,gap123,60.0,sl@correo.com,
,Luis Sanchez,admin123,50.0,cf@correo.com,
218.0,Ana Martinez,user123,,mg@correo.com,
185.0,Juan Rodriguez,-,65.0,jr@correo.com,
253.0,Sofia Lopez,as,45.0,ls@correo.com,
402.0,Carlos Gonzalez,as,25.0,ls@correo.com,
,Ana Martinez,user987,60.0,cg@correo.com,
231.0,Maria Gomez,gap987,25.0,cg@correo.com,-10
411.0,Carla Fernandez,person123,55.0,lt@correo.com,11
249.0,Pedro Perez,person987,70.0, mg@correo.com ,
376.0,Luis Sanchez,gap987,-10.0,pp@correo.com,
54.0,Diego Ramirez,admin123,80.0,cf@correo.com,
,Laura Torres,person123,60.0,lt@correo.com,
194.0,Pedro Perez,user123,60.0, am@correo.com ,
438.0,Juan Rodriguez,test123,65.0,ls@correo.com,11
180.0,Carlos Gonzalez,user987,-10.0,lt@correo.com,
318.0,Juan Rodriguez,user123,80.0, jr@correo.com ,
59.0,Maria Gomez,user987,30.0,ls@correo.com,11
414.0,Carla Fernandez,admin123,35.0, am@correo.com ,
,Laura Torres,user123,55.0,ls@correo.com,
295.0,Diego Ramirez,person123,,am@correo.com,
206.0,Carlos Gonzalez,,25.0,cg@correo.com,
243.0,Sofia Lopez,test123,80.0,ls@correo.com,11
53.0,Ana Martinez,,25.0,jr@correo.com,
238.0,Sofia Lopez,gap123,65.0, ls@correo.com ,
470.0,Laura Torres,person987,-10.0,jr@correo.com,
423.0,Juan Rodriguez,test123,25.0,pp@correo.com,
194.0,Ana Martinez,test123,,dr@correo.com,
,Luis Sanchez,user123,18.0,dr@correo.com,
12.0,Laura Torres,test123,80.0,mg@correo.com,-10
118.0,Maria Gomez,-,45.0,cg@correo.com,
486.0,Luis Sanchez,gap987,-10.0,dr@correo.com,
120.0,Ana Martinez,user123,,dr@correo.com,
488.0,Carlos Gonzalez,admin987,60.0,cg@correo.com,
276.0,Pedro Perez,admin123,80.0, am@correo.com ,
313.0,Carlos Gonzalez,,35.0,ls@correo.com,
,Sofia Lopez,user987,55.0,dr@correo.com,
177.0,Diego Ramirez,admin987,,pp@correo.com,
232.0,Ana Martinez,test987,65.0,cg@correo.com,
,Ana Martinez,gap123,65.0,ls@correo.com,
176.0,Diego Ramirez,user123,25.0,ls@correo.com,11
228.0,Pedro Perez,test123,,pp@correo.com,
378.0,Pedro Perez,admin123,80.0, lt@correo.com ,
71.0,Juan Rodriguez,user987,40.0,pp@correo.com,
257.0,Carla Fernandez,test987,75.0,lt@correo.com,
124.0,Pedro Perez,person123,-10.0,cf@correo.com,
187.0,Ana Martinez,user987,45.0, sl@correo.com ,
188.0,Juan Rodriguez,test123,30.0,ls@correo.com,
423.0,Laura Torres,user123,75.0, mg@correo.com ,
,Laura Torres,person123,55.0,lt@correo.com,
,Laura Torres,test123,80.0,cf@correo.com,
337.0,Carla Fernandez,admin123,55.0,lt@correo.com,-10
134.0,Ana Martinez,user987,65.0, lt@correo.com ,
,Luis Sanchez,user987,35.0,cg@correo.com,
289.0,Juan Rodriguez,person987,35.0,sl@correo.com,
196.0,Carla Fernandez,test123,60.0, cf@correo.com ,
45.0,Carla Fernandez,test987,-10.0,am@correo.com,
,Maria Gomez,admin123,35.0,pp@correo.com,
279.0,Carlos Gonzalez,user123,800.0,cg@correo.com,
140.0,Laura Torres,-,60.0,mg@correo.com,
454.0,Diego Ramirez,-,35.0,cg@correo.com,
286.0,Diego Ramirez,gap987,55.0,cf@correo.com,-10
,Laura Torres,test123,60.0,jr@correo.com,
215.0,Laura Torres,user987,70.0, cg@correo.com ,
280.0,Carlos Gonzalez,user987,-10.0,am@correo.com,
70.0,Ana Martinez,admin987,60.0,jr@correo.com,11
163.0,Pedro Perez,admin123,18.0, cg@correo.com ,
312.0,Carla Fernandez,person123,80.0,sl@correo.com,
,Ana Martinez,user123,55.0,cf@correo.com,
409.0,Ana Martinez,admin987,50.0,jr@correo.com,
33.0,Juan Rodriguez,gap987,55.0,sl@correo.com,11
497.0,Laura Torres,test987,70.0,cf@correo.com,
228.0,Luis Sanchez,test123,80.0, am@correo.com ,
21.0,Laura Torres,test987,65.0, sl@correo.com ,
,Carla Fernandez,user987,75.0,lt@correo.com,
95.0,Carlos Gonzalez,person123,-10.0,mg@correo.com,
255.0,Pedro Perez,admin123,70.0, cg@correo.com ,
20.0,Pedro Perez,person987,45.0,am@correo.com,
127.0,Juan Rodriguez,admin123,60.0,pp@correo.com,-10
,Sofia Lopez,person123,80.0,am@correo.com,
162.0,Juan Rodriguez,person123,800.0,sl@correo.com,
467.0,Carlos Gonzalez,admin123,40.0,pp@correo.com,11
73.0,Diego Ramirez,user123,40.0,jr@correo.com,
412.0,Carlos Gonzalez,user123,800.0,cf@correo.com,
188.0,Carla Fernandez,person987,18.0, cf@correo.com ,
442.0,Maria Gomez,person123,60.0, mg@correo.com ,
131.0,Luis Sanchez,as,65.0,lt@correo.com,
375.0,Laura Torres,test123,-10.0,sl@correo.com,
466.0,Laura Torres,person123,45.0,sl@correo.com,
173.0,Pedro Perez,user123,18.0,jr@correo.com,
33.0,Sofia Lopez,admin123,60.0,am@correo.com,-10
206.0,Luis Sanchez,admin123,25.0, dr@correo.com ,
473.0,Juan Rodriguez,admin123,-10.0,pp@correo.com,
394.0,Pedro Perez,person123,60.0, cg@correo.com ,
110.0,Ana Martinez,,60.0,lt@correo.com,
54.0,Carla Fernandez,user987,65.0,am@correo.com,-10
443.0,Carla Fernandez,gap987,30.0, cg@correo.com ,
,Maria Gomez,user123,25.0,jr@correo.com,
147.0,Carla Fernandez,gap123,50.0,ls@correo.com,11
,Carla Fernandez,person987,40.0,dr@correo.com,
6.0,Pedro Perez,test987,35.0, cg@correo.com ,
231.0,Juan Rodriguez,person987,-10.0,mg@correo.com,
324.0,Pedro Perez,admin123,75.0,ls@correo.com,
371.0,Ana Martinez,user987,30.0, mg@correo.com ,
131.0,Luis Sanchez,person987,55.0,ls@correo.com,-10
